cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,278,1,31882331.44,"100000004400305100,100000006866783100,100000000437046100,100000008477350100,100000002957787100","Наблюдаемая terminal, peripheral-структура; требует проверки контекста."
1,104,0,11039673.0,"100000008603629100,100000001857829100,100000003880331100,100000000640800100,100000005357705100","Наблюдаемая peripheral, terminal-структура; требует проверки контекста."
2,136,5,21266817.61,"100000008748408100,100000001162560100,100000005782781100,100000003977183100,100000001616816100","Наблюдаемая terminal, consolidator-структура; требует проверки контекста."
3,151,5,19360639.0,"100000003684369100,100000008165763100,100000008304139100,100000008748914100,100000002723538100","Наблюдаемая terminal, peripheral-структура; требует проверки контекста."
4,166,8,22599859.56,"100000003016635100,100000004156082100,100000001530983100,100000006579678100,100000004150593100","Наблюдаемая terminal, peripheral-структура; требует проверки контекста."
5,5,0,1189154.0,"100000000291906100,100000004670388100,100000000291908100,100000004722630100,100000004691350100","Наблюдаемая peripheral, coordinator-структура; требует проверки контекста."
6,53,1,3021863.0,"100000004420041100,100000008636603100,100000000297649100,100000000922570100,100000003265158100","Наблюдаемая terminal, peripheral-структура; требует проверки контекста."
7,6,1,1615030.0,"100000008659445100,100000008193577100,100000008736940100,100000008751429100,100000000307908100","Наблюдаемая consolidator, distributor-структура; требует проверки контекста."
8,134,1,26049950.33,"100000000331309100,100000003796063100,100000005665181100,100000005268319100,100000008490127100","Наблюдаемая terminal, peripheral-структура; требует проверки контекста."
9,53,1,5947339.0,"100000000343175100,100000003635170100,100000008730846100,100000000976943100,100000003115284100","Наблюдаемая terminal, consolidator-структура; требует проверки контекста."
10,45,3,3967521.0,"100000008346837100,100000005074393100,100000008003034100,100000004877085100,100000008088082100","Наблюдаемая peripheral, terminal-структура; требует проверки контекста."
11,15,0,850450.0,"100000001526235100,100000001788284100,100000002984403100,100000000860514100,100000005505655100","Наблюдаемая peripheral, consolidator-структура; требует проверки контекста."
